product_id,shop_id,order_status,sku_quantity,payment_amount,supply_amount,supply_cost,delivery_fee,ad_cost,extra_cost,order_date
100029,200006,0,51,300900,278300,178500,2500,0,0,2025-08-27
100030,200001,0,34,234600,217000,142800,3000,0,0,2025-08-27
100031,200002,0,37,255300,236200,151700,5000,0,0,2025-08-27
100032,200003,0,33,293700,271700,168300,5000,0,0,2025-08-27
100033,200004,0,38,224200,207400,133000,2000,0,0,2025-08-27
100034,200005,0,50,295000,272900,170000,3000,0,0,2025-08-27
100035,200006,0,47,277300,256500,164500,2000,0,0,2025-08-27
100036,200001,0,30,207000,191500,126000,5000,0,0,2025-08-27
100037,200002,0,43,210700,194900,124700,4000,0,0,2025-08-27
100038,200003,0,33,260700,241100,151800,4500,0,0,2025-08-27
100039,200004,0,45,265500,245600,157500,3000,0,0,2025-08-27
100040,200005,0,36,248400,229800,144000,3500,0,0,2025-08-27
100041,200006,0,11,218900,202500,128700,3000,0,0,2025-08-27
100042,200001,0,21,207900,192300,121800,5000,0,0,2025-08-27
100043,200002,0,12,190800,176500,109200,3500,0,0,2025-08-27
100044,200003,0,12,214800,198700,128400,3500,0,0,2025-08-27
100045,200004,0,24,213600,197600,124800,3500,0,0,2025-08-27
100046,200005,0,29,200100,185100,113100,3500,0,0,2025-08-27
100047,200006,0,28,221200,204600,134400,3500,0,0,2025-08-27
100048,200001,0,33,194700,180100,115500,4500,0,0,2025-08-27
100049,200002,0,22,151800,140400,85800,4500,0,0,2025-08-27
100050,200003,0,37,218300,201900,133200,2000,0,0,2025-08-27
100001,200003,0,555,5494500,5082400,3330000,2000,0,0,2025-08-28
100002,200004,0,239,3083100,2851900,1792500,4000,0,0,2025-08-28
100003,200005,0,158,2196200,2031500,1311400,5000,0,0,2025-08-28
100004,200006,0,202,1797800,1663000,1090800,3500,0,0,2025-08-28
100005,200001,0,158,1248200,1154600,726800,5000,0,0,2025-08-28
100006,200002,0,83,1319700,1220700,780200,2500,0,0,2025-08-28
100007,200003,0,53,895700,828500,530000,5000,0,0,2025-08-28
100008,200004,0,124,855600,791400,508400,5000,0,0,2025-08-28
100009,200005,0,49,730100,675300,431200,2500,0,0,2025-08-28
100010,200006,0,77,770000,712200,462000,4500,0,0,2025-08-28
100011,200001,0,46,685400,634000,404800,5000,0,0,2025-08-28
100012,200002,0,49,583100,539400,347900,4500,0,0,2025-08-28
100013,200003,0,51,606900,561400,346800,4000,0,0,2025-08-28
100014,200004,0,107,631300,584000,374500,4500,0,0,2025-08-28
100015,200005,0,91,536900,496600,327600,4000,0,0,2025-08-28
100016,200006,0,63,560700,518600,327600,2000,0,0,2025-08-28
100017,200001,0,41,405900,375500,246000,3000,0,0,2025-08-28
100018,200002,0,54,372600,344700,216000,4500,0,0,2025-08-28
100019,200003,0,70,483000,446800,294000,3500,0,0,2025-08-28
100020,200004,0,91,445900,412500,263900,5000,0,0,2025-08-28
100021,200005,0,38,338200,312800,205200,2500,0,0,2025-08-28
100022,200006,0,46,317400,293600,193200,3000,0,0,2025-08-28
100023,200001,0,46,363400,336100,211600,3500,0,0,2025-08-28
100024,200002,0,44,347600,321500,206800,2500,0,0,2025-08-28
100025,200003,0,25,322500,298300,195000,4500,0,0,2025-08-28
100026,200004,0,38,376200,348000,220400,2000,0,0,2025-08-28
100027,200005,0,24,261600,242000,153600,5000,0,0,2025-08-28
100028,200006,0,47,277300,256500,169200,5000,0,0,2025-08-28
100029,200001,0,45,265500,245600,157500,3500,0,0,2025-08-28
100030,200002,0,35,241500,223400,147000,4500,0,0,2025-08-28
100031,200003,0,35,241500,223400,140000,4000,0,0,2025-08-28
100032,200004,0,29,258100,238700,153700,5000,0,0,2025-08-28
100033,200005,0,39,230100,212800,136500,2500,0,0,2025-08-28
100034,200006,0,41,241900,223800,147600,5000,0,0,2025-08-28
100035,200001,0,40,236000,218300,136000,4000,0,0,2025-08-28
100036,200002,0,39,269100,248900,156000,4000,0,0,2025-08-28
100037,200003,0,53,259700,240200,153700,5000,0,0,2025-08-28
100038,200004,0,28,221200,204600,128800,3000,0,0,2025-08-28
100039,200005,0,35,206500,191000,119000,2500,0,0,2025-08-28
100040,200006,0,36,248400,229800,144000,3000,0,0,2025-08-28
100041,200001,0,12,238800,220900,145200,4000,0,0,2025-08-28
100042,200002,0,20,198000,183200,118000,3500,0,0,2025-08-28
100043,200003,0,12,190800,176500,112800,3000,0,0,2025-08-28
100044,200004,0,13,232700,215200,141700,3500,0,0,2025-08-28
100045,200005,0,19,169100,156400,98800,5000,0,0,2025-08-28
100046,200006,0,24,165600,153200,98400,4000,0,0,2025-08-28
100047,200001,0,28,221200,204600,131600,4500,0,0,2025-08-28
100048,200002,0,32,188800,174600,112000,3500,0,0,2025-08-28
100049,200003,0,32,220800,204200,131200,5000,0,0,2025-08-28
100050,200004,0,27,159300,147400,91800,2500,0,0,2025-08-28
100001,200004,0,501,4458900,4124500,2705400,5000,0,0,2025-08-29
100002,200005,0,239,2772400,2564500,1601300,4500,0,0,2025-08-29
100003,200006,0,153,1912500,1769100,1132200,4000,0,0,2025-08-29
100004,200001,0,202,1616000,1494800,929200,4000,0,0,2025-08-29
100005,200002,0,165,1171500,1083600,709500,2500,0,0,2025-08-29
100006,200003,0,81,1158300,1071400,696600,2000,0,0,2025-08-29
100007,200004,0,65,988000,913900,565500,3000,0,0,2025-08-29
100008,200005,0,133,824600,762800,505400,4000,0,0,2025-08-29
100009,200006,0,59,790600,731300,454300,4500,0,0,2025-08-29
100010,200001,0,78,702000,649400,405600,3000,0,0,2025-08-29
100011,200002,0,38,566200,523700,342000,2500,0,0,2025-08-29
100012,200003,0,52,618800,572400,374400,4000,0,0,2025-08-29
100013,200004,0,37,440300,407300,255300,2000,0,0,2025-08-29
100014,200005,0,81,477900,442100,275400,3500,0,0,2025-08-29
100015,200006,0,82,483800,447500,287000,4500,0,0,2025-08-29
100016,200001,0,45,400500,370500,229500,4500,0,0,2025-08-29
100017,200002,0,42,415800,384600,243600,3500,0,0,2025-08-29
100018,200003,0,56,386400,357400,235200,2000,0,0,2025-08-29
100019,200004,0,59,407100,376600,247800,3000,0,0,2025-08-29
100020,200005,0,73,357700,330900,211700,2500,0,0,2025-08-29
100021,200006,0,35,311500,288100,189000,2500,0,0,2025-08-29
100022,200001,0,46,317400,293600,188600,3500,0,0,2025-08-29
100023,200002,0,37,292300,270400,170200,4000,0,0,2025-08-29
100024,200003,0,32,252800,233800,147200,3500,0,0,2025-08-29
100025,200004,0,23,296700,274400,174800,4000,0,0,2025-08-29
100026,200005,0,33,326700,302200,198000,3500,0,0,2025-08-29
100027,200006,0,27,294300,272200,175500,3500,0,0,2025-08-29
100028,200001,0,53,312700,289200,185500,4000,0,0,2025-08-29
100029,200002,0,41,241900,223800,147600,3000,0,0,2025-08-29
100030,200003,0,40,276000,255300,164000,4000,0,0,2025-08-29
100031,200004,0,38,262200,242500,155800,5000,0,0,2025-08-29
100032,200005,0,23,204700,189300,124200,5000,0,0,2025-08-29
100033,200006,0,37,218300,201900,125800,3000,0,0,2025-08-29
100034,200001,0,41,241900,223800,139400,5000,0,0,2025-08-29
100035,200002,0,39,230100,212800,136500,2500,0,0,2025-08-29
100036,200003,0,34,234600,217000,142800,2500,0,0,2025-08-29
100037,200004,0,35,171500,158600,101500,2500,0,0,2025-08-29
100038,200005,0,22,173800,160800,101200,3500,0,0,2025-08-29
100039,200006,0,29,171100,158300,101500,2000,0,0,2025-08-29
100040,200001,0,30,207000,191500,117000,2500,0,0,2025-08-29
100041,200002,0,10,199000,184100,119000,5000,0,0,2025-08-29
100042,200003,0,20,198000,183200,116000,4500,0,0,2025-08-29
100043,200004,0,10,159000,147100,97000,3500,0,0,2025-08-29
100044,200005,0,10,179000,165600,104000,4000,0,0,2025-08-29
100045,200006,0,20,178000,164600,106000,3000,0,0,2025-08-29
100046,200001,0,29,200100,185100,118900,2500,0,0,2025-08-29
100047,200002,0,19,150100,138800,89300,2500,0,0,2025-08-29
100048,200003,0,29,171100,158300,101500,3000,0,0,2025-08-29
100049,200004,0,23,158700,146800,94300,4000,0,0,2025-08-29
100050,200005,0,29,171100,158300,101500,4500,0,0,2025-08-29
100001,200005,0,459,4544100,4203300,2570400,2500,0,0,2025-08-30
100002,200006,0,195,2515500,2326800,1443000,3500,0,0,2025-08-30
100003,200001,0,114,1584600,1465800,934800,2500,0,0,2025-08-30
100004,200002,0,156,1388400,1284300,842400,2500,0,0,2025-08-30
100005,200003,0,143,1129700,1045000,657800,2500,0,0,2025-08-30
100006,200004,0,61,969900,897200,555100,3000,0,0,2025-08-30
100007,200005,0,46,777400,719100,464600,4500,0,0,2025-08-30
100008,200006,0,110,759000,702100,440000,2000,0,0,2025-08-30
100009,200001,0,47,700300,647800,418300,4500,0,0,2025-08-30
100010,200002,0,60,600000,555000,360000,2500,0,0,2025-08-30
100011,200003,0,31,461900,427300,279000,3000,0,0,2025-08-30
100012,200004,0,37,440300,407300,259000,4000,0,0,2025-08-30
100013,200005,0,38,452200,418300,258400,2000,0,0,2025-08-30
100014,200006,0,71,418900,387500,255600,5000,0,0,2025-08-30
100015,200001,0,79,466100,431100,276500,4000,0,0,2025-08-30
100016,200002,0,39,347100,321100,202800,5000,0,0,2025-08-30
100017,200003,0,36,356400,329700,205200,2500,0,0,2025-08-30
100018,200004,0,41,282900,261700,164000,4500,0,0,2025-08-30
100019,200005,0,39,269100,248900,156000,2000,0,0,2025-08-30
100020,200006,0,56,274400,253800,162400,4000,0,0,2025-08-30
100021,200001,0,28,249200,230500,145600,3500,0,0,2025-08-30
100022,200002,0,41,282900,261700,159900,3500,0,0,2025-08-30
100023,200003,0,39,308100,285000,175500,2500,0,0,2025-08-30
100024,200004,0,38,300200,277700,178600,5000,0,0,2025-08-30
100025,200005,0,19,245100,226700,148200,2500,0,0,2025-08-30
100026,200006,0,27,267300,247300,153900,3500,0,0,2025-08-30
100027,200001,0,25,272500,252100,162500,4500,0,0,2025-08-30
100028,200002,0,44,259600,240100,154000,3500,0,0,2025-08-30
100029,200003,0,37,218300,201900,129500,5000,0,0,2025-08-30
100030,200004,0,37,255300,236200,151700,4000,0,0,2025-08-30
100031,200005,0,31,213900,197900,124000,2000,0,0,2025-08-30
100032,200006,0,21,186900,172900,109200,3500,0,0,2025-08-30
100033,200001,0,34,200600,185600,119000,3500,0,0,2025-08-30
100034,200002,0,35,206500,191000,122500,2000,0,0,2025-08-30
100035,200003,0,28,165200,152800,98000,3500,0,0,2025-08-30
100036,200004,0,31,213900,197900,124000,4000,0,0,2025-08-30
100037,200005,0,31,151900,140500,89900,2000,0,0,2025-08-30
100038,200006,0,24,189600,175400,110400,2000,0,0,2025-08-30
100039,200001,0,34,200600,185600,119000,3500,0,0,2025-08-30
100040,200002,0,24,165600,153200,98400,3500,0,0,2025-08-30
100041,200003,0,8,159200,147300,95200,4000,0,0,2025-08-30
100042,200004,0,19,188100,174000,114000,5000,0,0,2025-08-30
100043,200005,0,9,143100,132400,84600,3000,0,0,2025-08-30
100044,200006,0,8,143200,132500,82400,2500,0,0,2025-08-30
100045,200001,0,15,133500,123500,76500,5000,0,0,2025-08-30
100046,200002,0,25,172500,159600,100000,3500,0,0,2025-08-30
100047,200003,0,17,134300,124200,78200,4000,0,0,2025-08-30
100048,200004,0,25,147500,136400,85000,4000,0,0,2025-08-30
100049,200005,0,20,138000,127600,84000,3500,0,0,2025-08-30
100050,200006,0,25,147500,136400,90000,4500,0,0,2025-08-30
100001,200006,0,498,4930200,4560400,2888400,5000,0,0,2025-08-31
100002,200001,0,167,2154300,1992700,1252500,3500,0,0,2025-08-31
100003,200002,0,123,1709700,1581500,984000,4000,0,0,2025-08-31
100004,200003,0,151,1343900,1243100,785200,4500,0,0,2025-08-31
100005,200004,0,133,1050700,971900,638400,3500,0,0,2025-08-31
100006,200005,0,63,1001700,926600,592200,2000,0,0,2025-08-31
100007,200006,0,48,811200,750400,470400,5000,0,0,2025-08-31
100008,200001,0,115,793500,734000,471500,3500,0,0,2025-08-31
100009,200002,0,39,581100,537500,335400,2000,0,0,2025-08-31
100010,200003,0,73,730000,675200,430700,3500,0,0,2025-08-31
100011,200004,0,45,670500,620200,400500,3000,0,0,2025-08-31
100012,200005,0,39,464100,429300,276900,2000,0,0,2025-08-31
100013,200006,0,39,464100,429300,280800,5000,0,0,2025-08-31
100014,200001,0,79,466100,431100,276500,3500,0,0,2025-08-31
100015,200002,0,83,489700,453000,282200,3000,0,0,2025-08-31
100016,200003,0,54,480600,444600,280800,4500,0,0,2025-08-31
100017,200004,0,35,346500,320500,210000,2500,0,0,2025-08-31
100018,200005,0,67,462300,427600,274700,3000,0,0,2025-08-31
100019,200006,0,61,420900,389300,256200,2000,0,0,2025-08-31
100020,200001,0,86,421400,389800,258000,5000,0,0,2025-08-31
100021,200002,0,42,373800,345800,218400,2000,0,0,2025-08-31
100022,200003,0,56,386400,357400,218400,4000,0,0,2025-08-31
100023,200004,0,42,331800,306900,189000,3500,0,0,2025-08-31
100024,200005,0,37,292300,270400,177600,2000,0,0,2025-08-31
100025,200006,0,22,283800,262500,165000,3000,0,0,2025-08-31
100026,200001,0,27,267300,247300,153900,3500,0,0,2025-08-31
100027,200002,0,25,272500,252100,157500,3500,0,0,2025-08-31
100028,200003,0,41,241900,223800,143500,2500,0,0,2025-08-31
100029,200004,0,52,306800,283800,182000,2500,0,0,2025-08-31
100030,200005,0,32,220800,204200,131200,4500,0,0,2025-08-31
100031,200006,0,38,262200,242500,152000,3500,0,0,2025-08-31
100032,200001,0,32,284800,263400,172800,3000,0,0,2025-08-31
100033,200002,0,42,247800,229200,147000,3500,0,0,2025-08-31
100034,200003,0,40,236000,218300,136000,5000,0,0,2025-08-31
100035,200004,0,40,236000,218300,144000,2000,0,0,2025-08-31
100036,200005,0,26,179400,165900,106600,2500,0,0,2025-08-31
100037,200006,0,50,245000,226600,145000,2500,0,0,2025-08-31
100038,200001,0,28,221200,204600,128800,4000,0,0,2025-08-31
100039,200002,0,40,236000,218300,136000,2500,0,0,2025-08-31
100040,200003,0,33,227700,210600,132000,3500,0,0,2025-08-31
100041,200004,0,9,179100,165700,103500,4500,0,0,2025-08-31
100042,200005,0,19,188100,174000,108300,3000,0,0,2025-08-31
100043,200006,0,12,190800,176500,116400,2500,0,0,2025-08-31
100044,200001,0,12,214800,198700,126000,2000,0,0,2025-08-31
100045,200002,0,18,160200,148200,95400,3000,0,0,2025-08-31
100046,200003,0,27,186300,172300,108000,2000,0,0,2025-08-31
100047,200004,0,23,181700,168100,110400,3500,0,0,2025-08-31
100048,200005,0,33,194700,180100,112200,2000,0,0,2025-08-31
100049,200006,0,25,172500,159600,100000,4500,0,0,2025-08-31
100050,200001,0,29,171100,158300,101500,4500,0,0,2025-08-31
100001,200001,0,606,5999400,5549400,3636000,3500,0,0,2025-09-01
100002,200002,0,284,3663600,3388800,2101600,5000,0,0,2025-09-01
100003,200003,0,189,2627100,2430100,1568700,2000,0,0,2025-09-01
100004,200004,0,194,1726600,1597100,1047600,2000,0,0,2025-09-01
100005,200005,0,252,1990800,1841500,1134000,2000,0,0,2025-09-01
100006,200006,0,90,1431000,1323700,837000,3500,0,0,2025-09-01
100007,200001,0,77,1301300,1203700,777700,5000,0,0,2025-09-01
100008,200002,0,170,1173000,1085000,680000,4500,0,0,2025-09-01
100009,200003,0,76,1132400,1047500,661200,5000,0,0,2025-09-01
100010,200004,0,110,1100000,1017500,627000,5000,0,0,2025-09-01
100011,200005,0,53,789700,730500,455800,2000,0,0,2025-09-01
100012,200006,0,75,892500,825600,525000,5000,0,0,2025-09-01
100013,200001,0,64,761600,704500,460800,2000,0,0,2025-09-01
100014,200002,0,136,802400,742200,476000,5000,0,0,2025-09-01
100015,200003,0,115,678500,627600,402500,2000,0,0,2025-09-01
100016,200004,0,82,729800,675100,442800,5000,0,0,2025-09-01
100017,200005,0,71,702900,650200,418900,2000,0,0,2025-09-01
100018,200006,0,87,600300,555300,348000,5000,0,0,2025-09-01
100019,200001,0,89,614100,568000,364900,3500,0,0,2025-09-01
100020,200002,0,98,480200,444200,274400,4000,0,0,2025-09-01
100021,200003,0,51,453900,419900,265200,3500,0,0,2025-09-01
100022,200004,0,60,414000,383000,240000,2500,0,0,2025-09-01
100023,200005,0,69,545100,504200,331200,3500,0,0,2025-09-01
100024,200006,0,67,529300,489600,308200,2000,0,0,2025-09-01
100025,200001,0,36,464400,429600,277200,2500,0,0,2025-09-01
100026,200002,0,48,475200,439600,288000,3500,0,0,2025-09-01
100027,200003,0,35,381500,352900,224000,5000,0,0,2025-09-01
100028,200004,0,69,407100,376600,234600,2500,0,0,2025-09-01
100029,200005,0,74,436600,403900,259000,3000,0,0,2025-09-01
100030,200006,0,58,400200,370200,226200,4500,0,0,2025-09-01
100031,200001,0,48,331200,306400,201600,3000,0,0,2025-09-01
100032,200002,0,46,409400,378700,243800,5000,0,0,2025-09-01
100033,200003,0,70,413000,382000,252000,2500,0,0,2025-09-01
100034,200004,0,59,348100,322000,206500,5000,0,0,2025-09-01
100035,200005,0,61,359900,332900,213500,4000,0,0,2025-09-01
100036,200006,0,47,324300,300000,192700,4500,0,0,2025-09-01
100037,200001,0,75,367500,339900,210000,2500,0,0,2025-09-01
100038,200002,0,34,268600,248500,156400,2500,0,0,2025-09-01
100039,200003,0,51,300900,278300,173400,2500,0,0,2025-09-01
100040,200004,0,42,289800,268100,168000,3000,0,0,2025-09-01
100041,200005,0,17,338300,312900,193800,3500,0,0,2025-09-01
100042,200006,0,25,247500,228900,145000,4500,0,0,2025-09-01
100043,200001,0,21,333900,308900,193200,2000,0,0,2025-09-01
100044,200002,0,16,286400,264900,168000,3000,0,0,2025-09-01
100045,200003,0,28,249200,230500,151200,4500,0,0,2025-09-01
100046,200004,0,33,227700,210600,135300,4500,0,0,2025-09-01
100047,200005,0,33,260700,241100,148500,3500,0,0,2025-09-01
100048,200006,0,37,218300,201900,129500,3000,0,0,2025-09-01
100049,200001,0,38,262200,242500,155800,5000,0,0,2025-09-01
100050,200002,0,35,206500,191000,122500,3500,0,0,2025-09-01
100001,200002,0,522,5167800,4780200,3132000,3500,0,0,2025-09-02
100002,200003,0,246,3173400,2935400,1845000,3000,0,0,2025-09-02
100003,200004,0,195,2710500,2507200,1638000,5000,0,0,2025-09-02
100004,200005,0,196,1744400,1613600,1019200,3000,0,0,2025-09-02
100005,200006,0,226,1785400,1651500,1062200,2000,0,0,2025-09-02
100006,200001,0,75,1192500,1103100,682500,3500,0,0,2025-09-02
100007,200002,0,74,1250600,1156800,732600,3500,0,0,2025-09-02
100008,200003,0,144,993600,919100,604800,4500,0,0,2025-09-02
100009,200004,0,67,998300,923400,596300,3500,0,0,2025-09-02
100010,200005,0,86,860000,795500,490200,2500,0,0,2025-09-02
100011,200006,0,57,849300,785600,501600,3000,0,0,2025-09-02
100012,200001,0,75,892500,825600,525000,3500,0,0,2025-09-02
100013,200002,0,52,618800,572400,353600,3000,0,0,2025-09-02
100014,200003,0,118,696200,644000,424800,4000,0,0,2025-09-02
100015,200004,0,106,625400,578500,371000,4000,0,0,2025-09-02
100016,200005,0,57,507300,469300,296400,4000,0,0,2025-09-02
100017,200006,0,59,584100,540300,348100,4500,0,0,2025-09-02
100018,200001,0,77,531300,491500,315700,4500,0,0,2025-09-02
100019,200002,0,74,510600,472300,296000,4000,0,0,2025-09-02
100020,200003,0,111,543900,503100,321900,4000,0,0,2025-09-02
100021,200004,0,62,551800,510400,316200,3500,0,0,2025-09-02
100022,200005,0,73,503700,465900,292000,2500,0,0,2025-09-02
100023,200006,0,52,410800,380000,234000,4000,0,0,2025-09-02
100024,200001,0,54,426600,394600,248400,4000,0,0,2025-09-02
100025,200002,0,31,399900,369900,235600,4000,0,0,2025-09-02
100026,200003,0,33,326700,302200,188100,4500,0,0,2025-09-02
100027,200004,0,40,436000,403300,256000,5000,0,0,2025-09-02
100028,200005,0,74,436600,403900,259000,2500,0,0,2025-09-02
100029,200006,0,67,395300,365700,241200,5000,0,0,2025-09-02
100030,200001,0,54,372600,344700,226800,3500,0,0,2025-09-02
100031,200002,0,56,386400,357400,224000,2500,0,0,2025-09-02
100032,200003,0,31,275900,255200,161200,4500,0,0,2025-09-02
100033,200004,0,52,306800,283800,176800,5000,0,0,2025-09-02
100034,200005,0,59,348100,322000,200600,5000,0,0,2025-09-02
100035,200006,0,59,348100,322000,212400,4000,0,0,2025-09-02
100036,200001,0,44,303600,280800,180400,4000,0,0,2025-09-02
100037,200002,0,51,249900,231200,153000,4000,0,0,2025-09-02
100038,200003,0,32,252800,233800,150400,2500,0,0,2025-09-02
100039,200004,0,51,300900,278300,173400,3500,0,0,2025-09-02
100040,200005,0,36,248400,229800,144000,3000,0,0,2025-09-02
100041,200006,0,13,258700,239300,152100,4000,0,0,2025-09-02
100042,200001,0,25,247500,228900,147500,3500,0,0,2025-09-02
100043,200002,0,16,254400,235300,150400,3500,0,0,2025-09-02
100044,200003,0,16,286400,264900,166400,5000,0,0,2025-09-02
100045,200004,0,25,222500,205800,132500,4000,0,0,2025-09-02
100046,200005,0,30,207000,191500,126000,4000,0,0,2025-09-02
100047,200006,0,27,213300,197300,124200,2500,0,0,2025-09-02
100048,200001,0,47,277300,256500,159800,3500,0,0,2025-09-02
100049,200002,0,29,200100,185100,118900,4000,0,0,2025-09-02
100050,200003,0,37,218300,201900,129500,2500,0,0,2025-09-02
100001,200003,0,535,5296500,4899300,3210000,2500,0,0,2025-09-03
100002,200004,0,291,3753900,3472400,2211600,4500,0,0,2025-09-03
100003,200005,0,181,2515900,2327200,1484200,4500,0,0,2025-09-03
100004,200006,0,204,1815600,1679400,1040400,4000,0,0,2025-09-03
100005,200001,0,228,1801200,1666100,1026000,3000,0,0,2025-09-03
100006,200002,0,92,1462800,1353100,883200,4000,0,0,2025-09-03
100007,200003,0,73,1233700,1141200,722700,4500,0,0,2025-09-03
100008,200004,0,142,979800,906300,553800,5000,0,0,2025-09-03
100009,200005,0,56,834400,771800,504000,3500,0,0,2025-09-03
100010,200006,0,90,900000,832500,549000,3500,0,0,2025-09-03
100011,200001,0,44,655600,606400,400400,3500,0,0,2025-09-03
100012,200002,0,59,702100,649400,424800,2500,0,0,2025-09-03
100013,200003,0,50,595000,550400,345000,2000,0,0,2025-09-03
100014,200004,0,112,660800,611200,392000,4500,0,0,2025-09-03
100015,200005,0,106,625400,578500,371000,2000,0,0,2025-09-03
100016,200006,0,72,640800,592700,381600,3000,0,0,2025-09-03
100017,200001,0,51,504900,467000,290700,4000,0,0,2025-09-03
100018,200002,0,67,462300,427600,281400,4500,0,0,2025-09-03
100019,200003,0,68,469200,434000,285600,4500,0,0,2025-09-03
100020,200004,0,107,524300,485000,310300,3500,0,0,2025-09-03
100021,200005,0,44,391600,362200,224400,2000,0,0,2025-09-03
100022,200006,0,74,510600,472300,296000,4000,0,0,2025-09-03
100023,200001,0,44,347600,321500,202400,3000,0,0,2025-09-03
100024,200002,0,56,442400,409200,257600,3500,0,0,2025-09-03
100025,200003,0,35,451500,417600,259000,2500,0,0,2025-09-03
100026,200004,0,33,326700,302200,188100,3500,0,0,2025-09-03
100027,200005,0,28,305200,282300,176400,4000,0,0,2025-09-03
100028,200006,0,69,407100,376600,234600,2500,0,0,2025-09-03
100029,200001,0,50,295000,272900,170000,2000,0,0,2025-09-03
100030,200002,0,52,358800,331900,208000,2500,0,0,2025-09-03
100031,200003,0,53,365700,338300,212000,5000,0,0,2025-09-03
100032,200004,0,32,284800,263400,172800,3500,0,0,2025-09-03
100033,200005,0,61,359900,332900,219600,3500,0,0,2025-09-03
100034,200006,0,46,271400,251000,165600,4500,0,0,2025-09-03
100035,200001,0,51,300900,278300,173400,3500,0,0,2025-09-03
100036,200002,0,47,324300,300000,192700,4500,0,0,2025-09-03
100037,200003,0,63,308700,285500,189000,2000,0,0,2025-09-03
100038,200004,0,37,292300,270400,173900,4500,0,0,2025-09-03
100039,200005,0,51,300900,278300,173400,2000,0,0,2025-09-03
100040,200006,0,34,234600,217000,139400,3500,0,0,2025-09-03
100041,200001,0,14,278600,257700,165200,2500,0,0,2025-09-03
100042,200002,0,30,297000,274700,171000,2000,0,0,2025-09-03
100043,200003,0,15,238500,220600,141000,2000,0,0,2025-09-03
100044,200004,0,14,250600,231800,145600,3000,0,0,2025-09-03
100045,200005,0,22,195800,181100,112200,4500,0,0,2025-09-03
100046,200006,0,36,248400,229800,151200,2000,0,0,2025-09-03
100047,200001,0,29,229100,211900,139200,4500,0,0,2025-09-03
100048,200002,0,41,241900,223800,139400,2000,0,0,2025-09-03
100049,200003,0,28,193200,178700,114800,3000,0,0,2025-09-03
100050,200004,0,33,194700,180100,112200,2500,0,0,2025-09-03
100001,200004,0,720,7128000,6593400,4104000,2500,0,0,2025-09-04
100002,200005,0,249,3212100,2971200,1942200,3000,0,0,2025-09-04
100003,200006,0,186,2585400,2391500,1562400,5000,0,0,2025-09-04
100004,200001,0,205,1824500,1687700,1086500,2000,0,0,2025-09-04
100005,200002,0,220,1738000,1607600,1034000,3500,0,0,2025-09-04
100006,200003,0,82,1303800,1206000,770800,2000,0,0,2025-09-04
100007,200004,0,73,1233700,1141200,744600,4500,0,0,2025-09-04
100008,200005,0,142,979800,906300,568000,3500,0,0,2025-09-04
100009,200006,0,67,998300,923400,582900,3500,0,0,2025-09-04
100010,200001,0,98,980000,906500,568400,2500,0,0,2025-09-04
100011,200002,0,61,908900,840700,524600,3000,0,0,2025-09-04
100012,200003,0,70,833000,770500,497000,3500,0,0,2025-09-04
100013,200004,0,59,702100,649400,413000,3500,0,0,2025-09-04
100014,200005,0,124,731600,676700,421600,5000,0,0,2025-09-04
100015,200006,0,95,560500,518500,332500,3500,0,0,2025-09-04
100016,200001,0,57,507300,469300,296400,3000,0,0,2025-09-04
100017,200002,0,58,574200,531100,342200,5000,0,0,2025-09-04
100018,200003,0,63,434700,402100,264600,4500,0,0,2025-09-04
100019,200004,0,79,545100,504200,331800,3500,0,0,2025-09-04
100020,200005,0,86,421400,389800,249400,2500,0,0,2025-09-04
100021,200006,0,42,373800,345800,218400,2000,0,0,2025-09-04
100022,200001,0,71,489900,453200,298200,2000,0,0,2025-09-04
100023,200002,0,46,363400,336100,216200,3000,0,0,2025-09-04
100024,200003,0,52,410800,380000,244400,4000,0,0,2025-09-04
100025,200004,0,35,451500,417600,273000,4000,0,0,2025-09-04
100026,200005,0,35,346500,320500,206500,4000,0,0,2025-09-04
100027,200006,0,35,381500,352900,231000,3500,0,0,2025-09-04
100028,200001,0,53,312700,289200,185500,3500,0,0,2025-09-04
100029,200002,0,55,324500,300200,187000,5000,0,0,2025-09-04
100030,200003,0,44,303600,280800,184800,4500,0,0,2025-09-04
100031,200004,0,52,358800,331900,213200,4500,0,0,2025-09-04
100032,200005,0,42,373800,345800,214200,3500,0,0,2025-09-04
100033,200006,0,48,283200,262000,168000,4000,0,0,2025-09-04
100034,200001,0,58,342200,316500,197200,4000,0,0,2025-09-04
100035,200002,0,49,289100,267400,166600,3500,0,0,2025-09-04
100036,200003,0,43,296700,274400,176300,4000,0,0,2025-09-04
100037,200004,0,61,298900,276500,170800,2000,0,0,2025-09-04
100038,200005,0,35,276500,255800,157500,3500,0,0,2025-09-04
100039,200006,0,51,300900,278300,173400,4000,0,0,2025-09-04
100040,200001,0,44,303600,280800,180400,4500,0,0,2025-09-04
100041,200002,0,15,298500,276100,181500,3500,0,0,2025-09-04
100042,200003,0,27,267300,247300,156600,4500,0,0,2025-09-04
100043,200004,0,13,206700,191200,123500,2000,0,0,2025-09-04
100044,200005,0,14,250600,231800,151200,3500,0,0,2025-09-04
100045,200006,0,30,267000,247000,156000,2500,0,0,2025-09-04
100046,200001,0,39,269100,248900,156000,5000,0,0,2025-09-04
